"Region","Rainfall (mm)","Temperature (C)","Fertiliser (kg/ha)","Chemical Weed Control (kg/ha)","Irrigation","Soil Organic Matter (%)","Seed Strain","Tractor Brand","Yield (t/ha)"
"Free State",-0.133049994564286,-1.3329566722562,0.183307672811701,0.880360997369164,"Rainfed",0.397207173991538,"Dekalb","Case",5.78687586952212
"Free State",0.287960223147805,-0.041565693099798,-0.487159878181176,-1.02506135869964,"Rainfed",-0.111706565907934,"Pioneer","John Deere",6.33024636927709
"Free State",0.0726448778543526,0.840732162635902,-0.652893430112,1.13397624152184,"Rainfed",0.840979955183877,"Dekalb","John Deere",6.84624118208686
"Free State",0.022251924700566,0.0103341807670084,-0.994101926132591,-0.687642816479119,"Rainfed",1.06083069082045,"Pioneer","John Deere",5.83414850207974
"Free State",-0.672254593309803,-1.26273919584817,-1.33115409483203,-1.47568786497671,"Rainfed",0.482704682294649,"Pannar","Case",5.50289708590509
"North West",1.6943817338944,0.272886483857909,0.571534621652792,0.344313936394871,"Rainfed",0.360565384718776,"Pioneer","John Deere",6.9986152799528
"North West",-1.15282011929455,1.74745348842657,1.62295554867475,1.39553074549147,"Rainfed",-0.535122797504295,"Dekalb","John Deere",6.11775321146801
"Free State",-0.0556280938098316,-0.978816356459175,0.098362733185715,-0.845839919498411,"Rainfed",0.0715023804558755,"Pannar","John Deere",6.1756107638838
"Free State",1.21060938361804,-2.70067099533438,0.420867756261134,-1.1828173917291,"Rainfed",1.89137791433639,"Pioneer","John Deere",8.71644197177168
"North West",-1.73188096280715,2.39467544488321,-0.527294413876023,0.475899816694375,"Rainfed",-1.2964577523939,"Pannar","John Deere",4.96995680704817
"Mpumalanga",1.84281188682009,-0.789534463533177,1.20563430858561,-0.640742374227117,"Rainfed",0.450134202941082,"Pioneer","John Deere",8.46282438865439
"North West",0.573367585100615,0.446903707999552,0.328389473365565,-0.393155086602128,"Rainfed",0.633343149304894,"Dekalb","John Deere",7.61115509954268
"Free State",-0.272317792371114,1.04833165810313,-1.34933802686206,0.350194869592613,"Rainfed",-2.30207130243526,"Dekalb","John Deere",3.42517860280533
"Free State",-1.20733613225183,-0.789534463533177,-1.58261189776156,0.226695272440006,"Rainfed",-0.486267078473946,"Pannar","John Deere",4.41223996975871
"Mpumalanga",1.8102855261481,0.242357146289199,-0.0432121661909291,-0.149096358895785,"Rainfed",0.0877876201326586,"Pioneer","New Holland",7.41494187995072
"Free State",-1.07081704098066,-1.27189799711879,-1.15438029845441,0.942551865935298,"Rainfed",-0.632834235564992,"Pannar","New Holland",3.98305550084276
"Free State",-0.0166880845546328,-0.722369920882017,0.401125201485676,-0.524887990231576,"Rainfed",0.686270178254438,"Pannar","New Holland",7.04431004837391
"Free State",-1.30033403670836,-0.123994904535313,-0.802780984130942,0.481339679902287,"Rainfed",-0.421126119766813,"Pannar","John Deere",6.13241348768717
"North West",-1.07768880731981,0.34310396026594,0.72570838822167,-0.164533808539861,"Rainfed",0.132572029243813,"Pannar","New Holland",4.90450181407816
"Mpumalanga",0.770358220156326,-0.383494273869343,2.14899072525769,1.38656232236491,"Rainfed",0.735125897284788,"Pioneer","New Holland",8.76982408136705
"Free State",-1.11662881657501,-0.130100772049055,1.76375113667868,0.649240322697856,"Rainfed",-0.816043181928803,"Dekalb","John Deere",5.44699661597389
"Free State",-0.137631172123721,0.248463013802941,-0.400656315809759,-0.109106013151131,"Rainfed",-0.995180818373417,"Pioneer","John Deere",6.89365888294625
"North West",-1.7355459048547,0.0744457896612972,-1.13632625165316,-0.698081472905113,"Rainfed",-0.909683310070305,"Pannar","John Deere",4.49791224491832
"Free State",0.0708124068305786,-0.740687523423242,-0.313373442065626,1.09501505908679,"Rainfed",1.77330992667971,"Pioneer","John Deere",6.61183439189291
"Free State",-0.869703346121457,0.523227051921325,-1.31076211391264,-0.574581875752506,"Rainfed",-2.03336484776834,"Dekalb","John Deere",3.82729599508409
"Free State",-1.49640843625219,-0.496452822873567,1.0260030371747,0.163916310554098,"Rainfed",-0.189061454372653,"Dekalb","New Holland",5.59537222118883
"Free State",-0.0464657386909613,-0.182000645915861,-1.38297830111761,-1.26309212987829,"Rainfed",-0.624691615726601,"Dekalb","John Deere",5.40792322420017
"Free State",0.474414149816815,-0.0782008981822495,-0.976307649788921,0.213169126085197,"Rainfed",-0.551408037181078,"Pannar","Case",6.22081919032581
"Free State",0.625134891522232,-0.322435598731923,0.506721892488622,-0.701610032823759,"Rainfed",0.840979955183877,"Pioneer","New Holland",6.26458492847044
"Free State",1.39797954579894,-0.17589477840212,0.383850466057149,0.899032960271998,"Rainfed",0.441991583102692,"Pioneer","John Deere",7.86106644107699
"Mpumalanga",3.2904639956016,-0.743740457180113,1.34318276586989,2.67213431939158,"Rainfed",2.75042430728669,"Pioneer","New Holland",8.91016939500158
"Free State",1.02919475226441,-1.05513970038095,-0.725239502545753,-1.18781618494718,"Rainfed",-0.136134425423108,"Dekalb","John Deere",8.03208844257681
"Mpumalanga",2.91709802450764,-2.18167225666632,-0.734591239018338,1.04855568682462,"Rainfed",0.0348605911831139,"Dekalb","John Deere",9.48054174729195
"Free State",0.406612721937175,-0.594146703093437,1.00028576187509,-0.459756655066569,"Rainfed",-0.555479347100273,"Dekalb","New Holland",7.08011418372765
"Free State",1.37690612902554,-0.37433547259873,0.635697924673033,-0.941993177281512,"Rainfed",-0.282701582514156,"Pioneer","John Deere",8.17861361504703
"Mpumalanga",2.07187076479185,-0.0171422230448299,3.56473971902413,0.41738453137683,"Rainfed",1.96466149288191,"Pannar","New Holland",9.03494967623233
"North West",-0.920096299275244,0.862102698933999,-1.15217224956505,0.419589881325983,"Rainfed",-0.616548995888211,"Pioneer","John Deere",3.93160723656719
"Free State",-1.62468140791637,1.66197134323418,-1.65482808496652,-0.925673587657775,"Rainfed",-0.730545673625691,"Pannar","New Holland",2.85120481011579
"North West",-0.959036308530443,1.64365374069296,0.500487401506898,-0.228047887075487,"Rainfed",-0.417054809847616,"Pioneer","John Deere",3.90392409520134
"Mpumalanga",0.358052239807163,0.190457272422394,1.98949166430859,1.09810254901561,"Rainfed",1.17889867847713,"Pannar","Case",8.19979356670495
"Mpumalanga",1.20373761727889,0.663662004737388,-0.135041022942569,0.547500178376898,"Rainfed",1.28475273637622,"Dekalb","Case",7.19497075834802
"Free State",-0.994311375738094,-0.795640331046919,0.555428853283339,-0.18791051800089,"Rainfed",0.633343149304894,"Pioneer","Case",5.53380234839222
"Free State",-0.330956865131884,-0.725422854638887,-0.629514088930536,-1.20090126131216,"Rainfed",-0.433340049524399,"Pioneer","John Deere",5.92635853909582
"Free State",0.0666893470270871,1.77492989223841,1.05886400005753,-0.690730306407934,"Rainfed",-0.873041520797543,"Pioneer","John Deere",5.10070513227755
"Free State",-0.962701250577991,-0.136206639562797,-0.0126891374262399,0.136864017844479,"Rainfed",0.0877876201326586,"Pioneer","John Deere",4.70204553725908
"Mpumalanga",1.02827851675252,0.932320175342031,0.491135665034313,-0.275536422647264,"Rainfed",1.04454545114367,"Pioneer","John Deere",6.57800681263222
"North West",-1.78319015147283,0.282045285128521,-1.43947837563948,-1.80134454080174,"Rainfed",-1.76465839310142,"Pannar","John Deere",3.37786522719664
"Mpumalanga",1.2069444415705,-0.230847586025796,-0.537945002636468,0.60425118373512,"Rainfed",1.1056150999316,"Dekalb","Case",6.88761250571713
"Free State",-0.765710615522279,0.1477161998262,-0.803040754588514,2.42043037852817,"Rainfed",-1.01960867788859,"Dekalb","John Deere",6.18883966855353
"Free State",0.566037701005518,-0.27664159237886,0.328779129051923,1.33642736685415,"Irrigated",0.116286789567029,"Pioneer","New Holland",6.93715267025506
"Free State",-0.575591746805721,-1.16809824938517,-1.26543216906636,-0.790559147439625,"Rainfed",-0.604335066130623,"Dekalb","John Deere",5.9119929997877
"Free State",-0.0570024470776619,-0.368229605084988,0.440870081494165,-1.08578199396633,"Rainfed",-0.213489313887828,"Dekalb","John Deere",6.96755402298535
"Free State",-0.978277254280071,-1.12841011054585,-1.06488937582091,-0.957283603595645,"Rainfed",-2.48528024879907,"Dekalb","John Deere",4.1202250649871
"Free State",0.102880649746625,0.224039543747974,0.0955052581524249,0.323730670202769,"Rainfed",0.213998227627728,"Pioneer","John Deere",4.86355516562335
"Mpumalanga",-0.701574129690187,1.05749045937374,-1.39090130007355,-0.320231514950112,"Rainfed",-1.46338145908093,"Dekalb","New Holland",5.51216117183353
"Free State",0.660409958729883,-2.615188850142,-0.770829217849608,-0.318173188330902,"Rainfed",0.1447859590014,"Dekalb","New Holland",7.18851334217222
"Mpumalanga",0.14915054309692,0.923161374071418,3.53317760842916,0.872715784212098,"Irrigated",-0.469981838797163,"Pioneer","Case",8.37266275116166
"Free State",0.148234307585033,-1.57719137280588,0.396709103706955,-0.957283603595645,"Rainfed",0.332066215284405,"Dekalb","John Deere",8.04325540321673
"Mpumalanga",0.65491254565856,0.312574622697231,-0.0267167421351182,0.233899415607242,"Rainfed",-0.0465656072008016,"Dekalb","John Deere",7.42703587983648
"Free State",-0.0432589143993565,0.21488074247736,-1.03280772431079,0.432527934361019,"Rainfed",0.547845641001781,"Pannar","John Deere",5.52785552924395
"Mpumalanga",3.72292715721228,-0.905545946294272,-0.0720466869814016,2.5558388654062,"Rainfed",2.19672615827607,"Pioneer","Case",9.17803375875202
"Free State",-1.08959986897434,-0.70099938458392,-1.12827336746844,-1.86088898942889,"Rainfed",-0.0547082270391923,"Pioneer","John Deere",4.20325902973125
"Mpumalanga",1.99903004159683,-0.221688784755183,0.61829330401572,-0.338903477852946,"Rainfed",-0.763116152979257,"Dekalb","John Deere",8.39457654323491
"Free State",0.748826685626981,-0.200318248457086,2.88297215312688,-1.39717740678684,"Rainfed",1.03640283130527,"Dekalb","New Holland",8.84082780231664
"North West",-0.22879660555648,1.99474112273312,1.77894770844663,-0.444907298742268,"Rainfed",-1.78908625261659,"Pioneer","John Deere",6.4254043677309
"North West",-0.820684746235501,-0.53614096171289,-0.191670982693227,0.851544424700222,"Rainfed",1.69188372829579,"Pannar","Case",6.1779114371786
"Mpumalanga",-0.0185205555784068,-0.786481529776306,-0.549245017540842,-0.544001023124241,"Rainfed",0.140714649082205,"Pannar","John Deere",5.64158284227307
"Free State",0.0808909974613362,0.886526168988966,1.57022214578767,-0.361986140654089,"Rainfed",-0.901540690231914,"Pioneer","John Deere",8.20885496761508
"Free State",1.13364560061953,0.254568881316682,1.44501278523805,0.863600337755596,"Rainfed",0.617057909628111,"Pannar","Case",7.90361033255142
"Free State",-0.561390096371472,0.1477161998262,-0.47339204392987,-0.765271134689329,"Rainfed",-0.176847524615067,"Pannar","John Deere",6.87663210469196
"Free State",0.374086361265186,0.153822067339942,2.29757942698878,1.47080669042258,"Rainfed",1.33767976532576,"Dekalb","New Holland",8.04335221085107
"Free State",0.913749077766646,0.193510206179264,0.430998804106435,1.70530890168259,"Rainfed",1.33360845540657,"Dekalb","John Deere",7.67693953546557
"Mpumalanga",2.15433196086168,-1.98933742998345,-0.420398870585217,-0.236869286872102,"Rainfed",-1.94379602954603,"Pannar","John Deere",8.76187173943327
"Free State",-0.323168863280844,0.700297209819839,-0.994491581818948,0.361515665998269,"Rainfed",0.368708004557169,"Pannar","Case",6.03244367093311
"Free State",-0.0909031610174819,-0.823116734858757,-0.77680393837376,2.4438070879892,"Rainfed",-1.52037979794967,"Pannar","John Deere",6.38290560258376
"Free State",-0.569636215978455,-0.0385127593429266,0.134211056330627,0.436938634259326,"Rainfed",0.372779314476364,"Pannar","John Deere",4.92529896054221
"North West",-0.677752006381125,1.03611992307564,-0.685104966850906,-0.374483123699293,"Rainfed",-1.84201328156614,"Pioneer","Case",2.89228993532691
"North West",-1.70851695725403,2.37941077609885,-0.918898378665548,0.318290806994857,"Rainfed",-1.46338145908093,"Pioneer","John Deere",3.32651415716878
"North West",-1.35530816742158,1.16739607462109,-0.630942826447181,0.256099938428722,"Irrigated",-0.697975194272124,"Dekalb","Case",4.68178597446608
"Mpumalanga",0.727753268853579,0.330892225238456,1.71153727470674,-0.82525665330631,"Rainfed",2.31072283601355,"Dekalb","John Deere",8.44155953124986
"North West",-0.0854057479461601,0.788832288769096,-0.216608946620122,0.556174554843569,"Rainfed",-0.714260433948907,"Pannar","John Deere",6.23058096785294
"Free State",-0.501376670342871,-1.26884506336191,0.815459081312735,1.12750721500432,"Rainfed",2.11937126981135,"Pannar","John Deere",6.51392083439941
"Free State",-0.413418061201716,0.816308692580934,-0.828758029888125,1.13221196156252,"Rainfed",-1.61401992609117,"Pannar","John Deere",4.0530214389368
"Free State",-0.544897857157505,0.422480237944584,-1.09528251935682,-0.138657702469791,"Rainfed",-0.807900562090411,"Dekalb","John Deere",6.48814037120998
"Free State",-0.521533851604386,1.31698982870777,-1.21451715938228,0.0290959169958347,"Rainfed",-1.2028176242524,"Dekalb","Case",4.97346363261571
"Free State",0.397908484574248,-0.447605882763632,0.326571080162562,-0.289797685651791,"Rainfed",-0.469981838797163,"Dekalb","John Deere",8.56881513628055
"Free State",-0.458313601284181,0.752197083686646,-0.515864513742863,0.0171870272704047,"Rainfed",-0.00178119808964762,"Dekalb","New Holland",5.75792648111485
"North West",-0.743262845481047,3.13348541404597,-0.268303267676915,0.788177369494539,"Irrigated",-0.555479347100273,"Pannar","Case",4.96903803143181
"Free State",-0.739139785677556,-0.462870551547987,0.483342551307158,-1.42246541953713,"Rainfed",-1.98858043865719,"Pannar","John Deere",5.50839833149322
"Free State",-0.134882465588059,-1.57719137280588,-0.203360653283959,2.28105226174165,"Rainfed",-0.555479347100273,"Pioneer","New Holland",6.88881993072357
"Free State",0.525723338482489,-0.762058059721338,-0.130105384248704,0.0442393199800231,"Irrigated",-1.03589391756537,"Dekalb","New Holland",5.8804609926016
"Mpumalanga",0.828081057405209,-0.142312507076538,-1.18165619649945,0.307411080579032,"Rainfed",1.15854212888115,"Dekalb","John Deere",7.72781188520972
"Mpumalanga",0.170682077626265,0.254568881316682,0.861438452302948,0.803908865798502,"Rainfed",0.84912257502227,"Pioneer","John Deere",6.56922003653683
"North West",-0.702948482958018,2.88009191222569,-1.60754986168845,-0.924350377688283,"Rainfed",-0.697975194272124,"Dekalb","John Deere",3.49201965734022
"Free State",-0.0647904489287019,-0.682681782042695,-1.15061362681961,-0.282299495824668,"Rainfed",1.47203299265922,"Dekalb","John Deere",6.71323882068923
"Free State",0.0341629863550975,-0.0690420969116363,0.901572987997794,0.530592495433386,"Rainfed",0.205855607789338,"Dekalb","John Deere",7.05146808563944
"Mpumalanga",-0.68370753720839,0.251515947559812,0.870400533089176,-0.285681032413371,"Rainfed",0.079645000294268,"Pioneer","New Holland",6.15518029190726
"Mpumalanga",1.06950911478744,-0.0629362293978946,-0.354936715277118,-0.18629326137151,"Rainfed",-0.522908867746707,"Pannar","John Deere",6.55072482476779
"Free State",-1.21833095839447,0.21182780872049,-0.0756834733874071,-0.669558946896058,"Rainfed",1.19518391815391,"Pannar","John Deere",3.83167568031509
"Free State",0.544964284232117,0.66976787225113,-0.509240367074781,0.799351142570251,"Rainfed",-0.172776214695869,"Dekalb","John Deere",6.84202544583453
"Free State",0.394701660282644,-0.395706008896826,0.610889845974923,-0.580609832280193,"Rainfed",-0.152419665099891,"Pioneer","John Deere",6.30791396713462
"Free State",1.83960506252849,-0.240006387296408,0.621670319964154,0.0408577833913209,"Rainfed",0.466419442617865,"Pioneer","John Deere",8.53254869939691
"Free State",-0.126178228225133,0.346156894022811,1.37968051515874,0.0996671153687529,"Rainfed",1.91173446393237,"Dekalb","Case",6.85802146624753
"Free State",-0.212762484098457,0.492697714352616,0.528412725695869,-1.45260520217557,"Rainfed",-0.958539029100654,"Pannar","John Deere",5.40959571955132
"Free State",-0.173822474843258,-0.881122476239305,-0.183877868966072,-0.0795543238324713,"Rainfed",0.458276822779475,"Pioneer","Case",6.93984291183813
"Free State",-0.19489589161666,1.13991967080925,-0.864736238261822,-0.223931233837067,"Rainfed",-0.59619244629223,"Pannar","Case",5.38004906160696
"Mpumalanga",1.26375104330749,-0.362123737571246,0.122781156197466,-0.111899456420059,"Rainfed",1.37025024467933,"Dekalb","John Deere",7.99552220455952
"Free State",0.463419323674171,-0.621623106905275,-0.477678256479805,-0.911853394643078,"Rainfed",0.93462008332538,"Pannar","New Holland",6.50891750744324
"Free State",0.313614817480642,0.801044023796581,-0.315321720497415,-0.565466429296004,"Rainfed",-0.962610339019851,"Pannar","John Deere",6.60434760304083
"Free State",-0.664008473702819,0.959796579153869,-0.0120397112823102,-1.55228701987731,"Rainfed",-2.40385405041515,"Pannar","John Deere",5.29746487209882
"North West",-1.79601744863924,0.605656263356841,-0.269212464278416,-0.355664137466515,"Rainfed",0.637414459224089,"Pannar","New Holland",3.28664100307066
"Mpumalanga",1.14509854451812,-0.630781908175888,-1.10021815805068,-0.748363451745818,"Rainfed",2.14379912932652,"Pannar","Case",7.65063060658662
"Mpumalanga",0.1257865375438,-0.655205378230855,0.132003007441266,-0.929055124246478,"Rainfed",-0.331557301544505,"Pioneer","Case",7.0359251320925
"North West",-1.38004652624253,1.65891840947731,-0.677961279267681,1.9043784904262,"Rainfed",0.348351454961188,"Pioneer","Case",3.96653126492017
"Free State",-0.299804857727725,-0.169788910888377,-0.521839234267015,0.725986500928404,"Rainfed",0.344280145041993,"Dekalb","John Deere",6.24804173336097
"Free State",-0.134424347832116,-0.0324068918291848,-1.60884871397631,-1.07063859098215,"Rainfed",-0.486267078473946,"Pioneer","John Deere",5.38908526686355
"Mpumalanga",3.36788589635606,-0.352964936300633,-0.576391030357098,0.257717195058102,"Rainfed",1.88323529449799,"Pioneer","John Deere",9.5342728592779
"Mpumalanga",-0.285145089537532,-0.0812538319391198,-0.0494466571726528,0.714077611202974,"Rainfed",-0.107635255988739,"Pioneer","New Holland",6.73525504768119
"Free State",-0.521075733848442,-1.17420411689892,0.281111250087493,-0.247307943298096,"Rainfed",0.629271839385697,"Dekalb","New Holland",6.73133375582253
"Mpumalanga",2.38339083883344,0.199616073693006,1.32512871906865,-0.63883107093785,"Irrigated",1.31325190581059,"Pioneer","John Deere",8.87382480422507
"Mpumalanga",0.0199613359208484,0.660609070980517,-0.0321719217441267,0.0921689255416305,"Rainfed",0.230283467304511,"Pannar","John Deere",5.42064503815384
"Mpumalanga",0.844573296619175,-0.939128217619853,-0.379225253060083,-0.646917354084747,"Rainfed",0.323923595446015,"Pannar","John Deere",6.4041048413528
"Free State",0.0538620498606689,-0.502558690387308,-0.121403073920048,-0.922880144388847,"Rainfed",0.348351454961188,"Dekalb","John Deere",5.42909199459291
"Free State",-0.596665163579123,-1.06429850165156,0.360730895333257,-1.27485399627378,"Irrigated",1.19925522807311,"Pioneer","Case",6.28372662911534
"Free State",0.30170375582611,-2.38011295086293,0.0775810965799688,0.30035396074174,"Rainfed",1.22368308758828,"Pannar","New Holland",7.32216531551428
"Free State",-1.01767538129121,0.00728124701013702,-0.0733455392692606,0.246249375322502,"Rainfed",-0.0384229873624092,"Pioneer","John Deere",5.71037117022579
"Free State",-1.02775397192197,-0.200318248457086,-0.230896321786572,-0.14439161233759,"Rainfed",-0.197204074211045,"Pannar","John Deere",5.58016538571691
"Free State",-0.000653963096609788,-0.490346955359825,1.54346578865777,-0.867305325670174,"Rainfed",0.32799490536521,"Dekalb","John Deere",8.07361101851496
"Free State",-0.319045803477353,-0.117889037021571,1.53112669192311,-0.0766138572335998,"Irrigated",-1.06846439691894,"Pioneer","John Deere",6.88970247751021
"Mpumalanga",-0.187566007521564,0.797991090039709,0.00640399120528916,0.169944267081784,"Rainfed",-0.950396409262263,"Pannar","New Holland",5.86015490985151
"Free State",-0.639728232637813,-0.041565693099798,0.376966548931496,-0.129395232683345,"Rainfed",0.629271839385697,"Pioneer","John Deere",6.32456366787367
"Free State",-0.348823457613681,-0.871963674968692,-1.69223503085687,0.333875279968876,"Rainfed",-0.0587795369583894,"Pannar","Case",3.90924776401176
"Mpumalanga",-0.214136837366287,-0.182000645915861,-0.453259833468053,-1.03799941173467,"Rainfed",-0.535122797504295,"Dekalb","John Deere",6.21590462249891
"Mpumalanga",1.03652463635951,-0.148418374590281,-0.817717785441322,-0.784972260901769,"Rainfed",0.836908645264682,"Pannar","John Deere",6.42750044367239
"Free State",-1.34110651698733,0.239304212532329,1.09666060163423,-0.0435336079962943,"Rainfed",-1.22317417384838,"Pioneer","John Deere",5.33422070903938
"Free State",0.62101183171874,-1.51918563142533,-0.0775018665904101,-0.346989760999844,"Rainfed",0.698484108012026,"Pannar","John Deere",7.30943061683346
"North West",-0.629649642007056,1.1246550020249,-0.849669551722657,0.90564901011946,"Rainfed",-1.28424382263632,"Pioneer","New Holland",4.46164235819926
"North West",1.39797954579894,1.63754787317922,0.462171259015054,-0.967869283351582,"Rainfed",-0.221631933726219,"Dekalb","Case",6.61666798638165
"Free State",0.30949175767715,-0.584987901822825,2.33342775013369,0.782590482956683,"Rainfed",1.0160462817093,"Pioneer","John Deere",8.61791819873938
"Free State",-0.585212219680535,-0.884175409996175,-0.768361398502676,-0.953019927027281,"Rainfed",-0.661333404999363,"Pannar","John Deere",4.56599543396983
"Mpumalanga",0.586653000022977,-0.1148361032647,-0.439621884445533,-0.523711803592027,"Rainfed",0.104072859809442,"Pannar","John Deere",5.98546578273359
"Free State",-1.11113140350369,0.914002572800804,-0.173616935891985,0.310792617167734,"Irrigated",-0.388555640413247,"Pioneer","New Holland",5.88675126530134
"Free State",-0.0959424563328607,0.126345663528104,-0.682637147503974,-1.51082644083322,"Rainfed",-1.08882094651492,"Pannar","John Deere",5.26336063479463
"North West",-0.33691239595915,2.34582850477327,0.732592305347323,0.175825200279528,"Rainfed",1.45167644306324,"Pannar","John Deere",7.16400932202414
"Free State",-0.0950262208209735,-0.249165188567021,-0.802910869359728,-0.639419164257625,"Rainfed",0.739197207203983,"Pioneer","New Holland",6.41636368021429
"Free State",-0.808315566825026,0.190457272422394,-0.421957493330648,-0.432704362356951,"Rainfed",-0.176847524615067,"Pannar","John Deere",5.50479686931004
"North West",-0.601246341138558,0.773567619984742,-1.08463193059637,-0.273919166017884,"Rainfed",-2.01707960809156,"Pannar","John Deere",4.18135658862057
"Mpumalanga",2.66879820078625,-0.133153705805926,0.539452970142672,0.391214378646873,"Rainfed",1.96873280280111,"Pioneer","John Deere",9.27447625543701
"Free State",-0.375394287458405,-0.76511099347821,-0.442349474250036,-0.651181030653111,"Rainfed",0.950905323002164,"Dekalb","John Deere",6.13061893598562
"Mpumalanga",1.47723391757717,-1.05208676662408,-0.835122406098634,-1.04167499498326,"Rainfed",1.06897331065884,"Pioneer","Case",8.13672472863922
"Mpumalanga",2.15799690290923,-0.288853327406343,-0.324024030826071,2.50202832664685,"Rainfed",1.23182570742667,"Dekalb","Case",10.4901560670841
"Free State",-0.863289697538248,1.61007146936738,-1.08203422602065,-0.593988955305058,"Rainfed",-1.24760203336355,"Pannar","John Deere",5.06280200655653
"Free State",-0.0689135087321934,0.349209827779682,-1.11918140145342,-0.678821416682504,"Rainfed",-1.62623385584876,"Dekalb","New Holland",4.13091001585148
"Mpumalanga",2.5524362907766,0.239304212532329,-0.398318381691612,0.57999233429443,"Rainfed",1.06490200073965,"Dekalb","Case",8.40239556122627
"Mpumalanga",2.26840328209162,-0.17589477840212,-1.07761812824193,-0.523123710272252,"Rainfed",2.22115401779124,"Pannar","New Holland",7.25304236451336
"Mpumalanga",1.16479760802369,-0.4720293528186,1.68867747444042,-1.0316774085471,"Rainfed",0.967190562678947,"Pannar","Case",7.56556013559367
"North West",-0.243456373746673,1.00559058550693,-0.654711823315003,2.05478335695848,"Rainfed",-1.34531347142425,"Pannar","New Holland",5.48326650526512
"Free State",-1.09692975306944,-0.359070803814375,-0.256094056171039,1.47756976359999,"Rainfed",2.05830162102341,"Pioneer","John Deere",5.95723778684577
"Free State",0.566495818761462,-0.981869290216045,-0.0632144914239595,-0.496953557542295,"Rainfed",0.0918589300518557,"Pannar","New Holland",7.47026794833718
"Free State",1.78050787201178,-0.230847586025796,0.407489577696185,2.15461219799017,"Rainfed",1.26032487686104,"Pioneer","John Deere",9.62109638820074
"Free State",-1.05844786157019,-1.21694518949511,-0.375978122340436,-0.601487145132181,"Rainfed",0.490847302133041,"Pannar","Case",5.5401099922251
"Free State",-0.441821362070214,0.511015316893841,0.52139892334143,0.494424756267266,"Rainfed",-0.482195768554749,"Dekalb","Case",6.45763162784393
"Free State",-0.206806953271192,0.443850774242681,0.982881141217775,-0.168650461778281,"Rainfed",0.185499058193357,"Pannar","John Deere",5.77503023313584
"North West",0.777688104251423,-0.17894771215899,0.0570592304317949,-0.291856012271001,"Irrigated",0.0470745209407017,"Pioneer","John Deere",7.3836224592841
"Free State",-0.983774667351393,0.446903707999552,-1.38791393981148,0.206700099567679,"Rainfed",-0.657262095080167,"Pioneer","John Deere",4.85897847032996
"Free State",-1.12166811189039,2.12296434052169,-0.174266362035914,-0.0757317172539383,"Rainfed",0.104072859809442,"Dekalb","New Holland",5.84745359392183
"Mpumalanga",0.486325211471347,-0.261376923594505,-0.222323896686702,-0.75997829481136,"Rainfed",0.987547112274925,"Dekalb","Case",7.41603630732819
"Free State",-0.609492460745541,0.535438786948809,-0.934874261806215,-0.868187465649835,"Rainfed",-0.848613661282369,"Dekalb","John Deere",5.17834390981481
"North West",-1.69202471804007,0.859049765177128,-0.425854050194226,0.948138752473154,"Rainfed",0.275067876415665,"Dekalb","John Deere",5.32226118140799
"Free State",0.280630339052709,0.541544654462551,0.874946516096682,-0.958606813565137,"Rainfed",0.80026685599192,"Pioneer","Case",7.26253367997748
"Free State",-0.412043707933886,-0.0629362293978946,-0.229597469498713,0.36813171584573,"Rainfed",-1.61809123601037,"Pioneer","Case",6.01295149673165
"Mpumalanga",1.07271593907905,0.932320175342031,-0.876685679310126,0.120544428220742,"Rainfed",0.0552171407790924,"Pioneer","New Holland",5.7363523043748
"North West",-0.962701250577991,0.0439164520925885,-0.069968523320827,1.21675037628007,"Rainfed",0.820623405587899,"Pannar","John Deere",5.81958334312401
"Mpumalanga",1.33155247118713,-0.17894771215899,-0.786545330532703,-0.224372303826898,"Rainfed",-2.13107628582904,"Dekalb","John Deere",5.71749667793707
"Free State",-0.853669224663434,-0.658258311987727,-0.0952961429340797,-1.06799217104316,"Rainfed",-0.653190785160972,"Dekalb","Case",4.91661343201865
"Free State",0.224281855071656,-0.642993643203372,0.0288741357852518,-0.325524354828081,"Rainfed",0.995689732113318,"Pioneer","John Deere",5.84231989206379
"Mpumalanga",-0.0125650247511408,-0.172841844645248,1.71712233954454,-1.56228460631348,"Rainfed",0.678127558416046,"Pioneer","John Deere",6.98512443301161
"Free State",-0.815645450920123,-0.948287018890465,-0.51755302171708,-1.21148694106809,"Rainfed",-0.938182479504676,"Dekalb","John Deere",5.37057249202865
"Free State",0.201834085030424,0.0744457896612972,0.61322778009307,0.146861604280642,"Rainfed",0.592630050112935,"Pioneer","John Deere",7.16861887247595
"North West",0.444178377924543,0.0103341807670084,0.850787863542503,-0.0594121276302007,"Rainfed",-0.307129442029331,"Dekalb","John Deere",7.51898246396877
"Free State",-0.703864718469905,1.146025538323,-0.512877153480787,0.482662889871779,"Rainfed",-1.43895359956576,"Dekalb","Case",4.24894467458744
"Free State",-1.55596374452484,-1.07345730292217,-1.47727497721618,-1.54420073673042,"Rainfed",-2.41606798017274,"Pioneer","John Deere",3.30652767923918
"Mpumalanga",0.580239351439767,0.117186862257491,-0.131404236536563,0.387097725408452,"Rainfed",0.873550434537443,"Dekalb","Case",7.00743105571465
"Free State",-0.483510077861074,0.21488074247736,-0.00177877820822323,0.29256172425473,"Rainfed",-0.0384229873624092,"Pannar","John Deere",5.78078292759112
