"temperature_C_cat","rainfall_mm_cat","fertiliser_kgha_cat","chem_weed_control_kgha_cat","soil_organic_matter_cat","region","irrigation","seed_brand","tractor_brand","temperature_mean","rainfall_mean","fertiliser_mean","chem_weed_control_mean","soil_organic_matter_mean","temperature_C_z","rainfall_mm_z","fertiliser_kgha_z","chem_weed_control_kgha_z","soil_organic_matter_z","yield_tha"
"Low","Low","Medium","Medium","Medium","Mpumalanga","Rainfed","Pioneer","John Deere",19.9113432835821,408,194.092857142857,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-0.237733972419121,-0.189510256158578,0.0101803691264333,5.75445550346241
"Low","Low","Medium","Medium","Medium","North West","Rainfed","Pioneer","John Deere",19.9113432835821,408,194.092857142857,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-0.237733972419121,-0.189510256158578,0.0101803691264333,5.63253918681727
"Low","Low","Medium","Medium","Medium","Free State","Irrigated","Pioneer","John Deere",19.9113432835821,408,194.092857142857,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-0.237733972419121,-0.189510256158578,0.0101803691264333,5.6313664628541
"Low","Low","Medium","Medium","Medium","Mpumalanga","Irrigated","Pioneer","John Deere",19.9113432835821,408,194.092857142857,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-0.237733972419121,-0.189510256158578,0.0101803691264333,6.18516691633094
"Low","Low","Medium","Medium","Medium","North West","Irrigated","Pioneer","John Deere",19.9113432835821,408,194.092857142857,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-0.237733972419121,-0.189510256158578,0.0101803691264333,6.58924505068978
"Low","Low","Medium","Medium","Medium","Free State","Rainfed","Pannar","New Holland",19.9113432835821,408,194.092857142857,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-0.237733972419121,-0.189510256158578,0.0101803691264333,5.12222569474836
"Low","Low","Medium","Medium","Medium","Mpumalanga","Rainfed","Pannar","New Holland",19.9113432835821,408,194.092857142857,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-0.237733972419121,-0.189510256158578,0.0101803691264333,5.25652878401356
"Low","Low","Medium","High","Low","Free State","Rainfed","Pannar","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,4.92709075633206
"Low","Low","Medium","High","Low","Mpumalanga","Rainfed","Pannar","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,5.36493998421203
"Low","Low","Medium","High","Low","North West","Rainfed","Pannar","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,5.19325976835402
"Low","Low","Medium","High","Low","Free State","Irrigated","Pannar","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,6.14168104474264
"Low","Low","Medium","High","Low","Mpumalanga","Irrigated","Pannar","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,5.78667774631167
"Low","Low","Medium","High","Low","North West","Irrigated","Pannar","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,5.72638019120826
"Low","Low","Medium","High","Low","Free State","Rainfed","Dekalb","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,6.56368007767373
"Low","Low","Medium","High","Low","Mpumalanga","Rainfed","Dekalb","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,6.11931752107295
"Low","Low","Medium","High","Low","North West","Rainfed","Dekalb","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,7.11482471209146
"Low","Low","Medium","High","Low","Free State","Irrigated","Dekalb","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,5.53335792571865
"Low","Low","Medium","High","Low","Mpumalanga","Irrigated","Dekalb","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,7.05977032338698
"Low","Low","Medium","High","Low","North West","Irrigated","Dekalb","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,6.62978948794214
"Low","Low","Medium","High","Low","Free State","Rainfed","Pioneer","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,5.16190648659366
"Low","Low","Medium","High","Low","Mpumalanga","Rainfed","Pioneer","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,5.87323227875379
"Low","Low","Medium","High","Low","North West","Rainfed","Pioneer","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,5.88483241235367
"Low","Low","Medium","High","Low","Free State","Irrigated","Pioneer","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,6.31859302060628
"Low","Low","Medium","High","Low","Mpumalanga","Irrigated","Pioneer","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,6.44211497939309
"Low","Low","Medium","High","Low","North West","Irrigated","Pioneer","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,7.04792516153681
"Low","Low","Medium","High","Low","Free State","Rainfed","Pannar","New Holland",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,5.58563744258041
"Low","Low","Medium","High","Low","Mpumalanga","Rainfed","Pannar","New Holland",19.9113432835821,408,194.092857142857,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,-1.18148746836324,4.85498545995218
"Low","Low","Medium","High","High","Free State","Rainfed","Pannar","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,5.43011147822016
"Low","Low","Medium","High","High","Mpumalanga","Rainfed","Pannar","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,4.7382596418909
"Low","Low","Medium","High","High","North West","Rainfed","Pannar","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,6.14213754149784
"Low","Low","Medium","High","High","Free State","Irrigated","Pannar","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,6.07601841792133
"Low","Low","Medium","High","High","Mpumalanga","Irrigated","Pannar","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,6.41097521194024
"Low","Low","Medium","High","High","North West","Irrigated","Pannar","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,6.35404416845471
"Low","Low","Medium","High","High","Free State","Rainfed","Dekalb","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,6.04526359405864
"Low","Low","Medium","High","High","Mpumalanga","Rainfed","Dekalb","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,6.32183445370805
"Low","Low","Medium","High","High","North West","Rainfed","Dekalb","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,6.8483288643749
"Low","Low","Medium","High","High","Free State","Irrigated","Dekalb","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,6.54810118208915
"Low","Low","Medium","High","High","Mpumalanga","Irrigated","Dekalb","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,6.92483691467382
"Low","Low","Medium","High","High","North West","Irrigated","Dekalb","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,6.7961322362778
"Low","Low","Medium","High","High","Free State","Rainfed","Pioneer","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,4.94478592509743
"Low","Low","Medium","High","High","Mpumalanga","Rainfed","Pioneer","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,5.34259186651026
"Low","Low","Medium","High","High","North West","Rainfed","Pioneer","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,5.5140186002708
"Low","Low","Medium","High","High","Free State","Irrigated","Pioneer","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,7.21949023698601
"Low","Low","Medium","High","High","Mpumalanga","Irrigated","Pioneer","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,6.26857676084319
"Low","Low","Medium","High","High","North West","Irrigated","Pioneer","John Deere",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,6.4289774328514
"Low","Low","Medium","High","High","Free State","Rainfed","Pannar","New Holland",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,6.04729844954217
"Low","Low","Medium","High","High","Mpumalanga","Rainfed","Pannar","New Holland",19.9113432835821,408,194.092857142857,285.840977443609,3.92764661654135,-1.15771721515279,-1.18155572794745,-0.237733972419121,1.30373775649338,1.2989009578967,5.8687547634972
"Low","Low","High","Low","Low","Free State","Rainfed","Pannar","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,5.35908299646167
"Low","Low","High","Low","Low","Mpumalanga","Rainfed","Pannar","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,4.47425458785496
"Low","Low","High","Low","Low","North West","Rainfed","Pannar","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,6.1237404777758
"Low","Low","High","Low","Low","Free State","Irrigated","Pannar","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,4.75436912273923
"Low","Low","High","Low","Low","Mpumalanga","Irrigated","Pannar","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,6.51169475388027
"Low","Low","High","Low","Low","North West","Irrigated","Pannar","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,6.15989235169896
"Low","Low","High","Low","Low","Free State","Rainfed","Dekalb","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,6.33486964191394
"Low","Low","High","Low","Low","Mpumalanga","Rainfed","Dekalb","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,6.26234449454114
"Low","Low","High","Low","Low","North West","Rainfed","Dekalb","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,6.63729219089471
"Low","Low","High","Low","Low","Free State","Irrigated","Dekalb","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,7.81736382384337
"Low","Low","High","Low","Low","Mpumalanga","Irrigated","Dekalb","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,6.82803003547749
"Low","Low","High","Low","Low","North West","Irrigated","Dekalb","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,7.52756251976779
"Low","Low","High","Low","Low","Free State","Rainfed","Pioneer","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,6.70430813676576
"Low","Low","High","Low","Low","Mpumalanga","Rainfed","Pioneer","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,6.11103536402774
"Low","Low","High","Low","Low","North West","Rainfed","Pioneer","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,5.80977883965538
"Low","Low","High","Low","Low","Free State","Irrigated","Pioneer","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,6.92010664471779
"Low","Low","High","Low","Low","Mpumalanga","Irrigated","Pioneer","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,7.51038073035079
"Low","Low","High","Low","Low","North West","Irrigated","Pioneer","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,6.67789275472907
"Low","Low","High","Low","Low","Free State","Rainfed","Pannar","New Holland",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,5.49434395079874
"Low","Low","High","Low","Low","Mpumalanga","Rainfed","Pannar","New Holland",19.9113432835821,408,296.555789473684,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,-1.18148746836324,5.22733566294557
"Low","Low","High","Low","High","Free State","Rainfed","Pannar","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,5.74634754595537
"Low","Low","High","Low","High","Mpumalanga","Rainfed","Pannar","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,5.57094122077433
"Low","Low","High","Low","High","North West","Rainfed","Pannar","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,5.62876641403355
"Low","Low","High","Low","High","Free State","Irrigated","Pannar","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,6.52363153741624
"Low","Low","High","Low","High","Mpumalanga","Irrigated","Pannar","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,5.37591518641564
"Low","Low","High","Low","High","North West","Irrigated","Pannar","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,7.39472632709513
"Low","Low","High","Low","High","Free State","Rainfed","Dekalb","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,6.52624362972146
"Low","Low","High","Low","High","Mpumalanga","Rainfed","Dekalb","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,6.78980822615787
"Low","Low","High","Low","High","North West","Rainfed","Dekalb","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,6.70468049600782
"Low","Low","High","Low","High","Free State","Irrigated","Dekalb","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,7.12776960578954
"Low","Low","High","Low","High","Mpumalanga","Irrigated","Dekalb","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,7.07058593673383
"Low","Low","High","Low","High","North West","Irrigated","Dekalb","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,7.55116713835745
"Low","Low","High","Low","High","Free State","Rainfed","Pioneer","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,6.12816035441343
"Low","Low","High","Low","High","Mpumalanga","Rainfed","Pioneer","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,7.42827789964862
"Low","Low","High","Low","High","North West","Rainfed","Pioneer","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,6.56341892335875
"Low","Low","High","Low","High","Free State","Irrigated","Pioneer","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,6.88894338246428
"Low","Low","High","Low","High","Mpumalanga","Irrigated","Pioneer","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,7.78074851959104
"Low","Low","High","Low","High","North West","Irrigated","Pioneer","John Deere",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,7.19791666807294
"Low","Low","High","Low","High","Free State","Rainfed","Pannar","New Holland",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,5.21829909053193
"Low","Low","High","Low","High","Mpumalanga","Rainfed","Pannar","New Holland",19.9113432835821,408,296.555789473684,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-1.16038181241284,1.2989009578967,4.48762775005946
"Low","Low","High","Medium","Medium","Free State","Rainfed","Pannar","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,5.99946948215989
"Low","Low","High","Medium","Medium","Mpumalanga","Rainfed","Pannar","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,6.51437640125191
"Low","Low","High","Medium","Medium","North West","Rainfed","Pannar","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,5.45324392400702
"Low","Low","High","Medium","Medium","Free State","Irrigated","Pannar","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,5.1317647299329
"Low","Low","High","Medium","Medium","Mpumalanga","Irrigated","Pannar","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,6.92079734902369
"Low","Low","High","Medium","Medium","North West","Irrigated","Pannar","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,6.19370308171144
"Low","Low","High","Medium","Medium","Free State","Rainfed","Dekalb","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,5.75997921466298
"Low","Low","High","Medium","Medium","Mpumalanga","Rainfed","Dekalb","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,6.55019603129326
"Low","Low","High","Medium","Medium","North West","Rainfed","Dekalb","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,6.23625096011859
"Low","Low","High","Medium","Medium","Free State","Irrigated","Dekalb","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,6.67053839141574
"Low","Low","High","Medium","Medium","Mpumalanga","Irrigated","Dekalb","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,6.12827934429219
"Low","Low","High","Medium","Medium","North West","Irrigated","Dekalb","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,7.6247541714422
"Low","Low","High","Medium","Medium","Free State","Rainfed","Pioneer","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,6.29130074724241
"Low","Low","High","Medium","Medium","Mpumalanga","Rainfed","Pioneer","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,6.7627748577196
"Low","Low","High","Medium","Medium","North West","Rainfed","Pioneer","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,7.21165621253757
"Low","Low","High","Medium","Medium","Free State","Irrigated","Pioneer","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,6.52896671928088
"Low","Low","High","Medium","Medium","Mpumalanga","Irrigated","Pioneer","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,7.04273548427466
"Low","Low","High","Medium","Medium","North West","Irrigated","Pioneer","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,7.67027038256087
"Low","Low","High","Medium","Medium","Free State","Rainfed","Pannar","New Holland",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,4.97362466129893
"Low","Low","High","Medium","Medium","Mpumalanga","Rainfed","Pannar","New Holland",19.9113432835821,408,296.555789473684,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,0.0101803691264333,6.41198766437457
"Low","Low","High","Medium","High","Free State","Rainfed","Pannar","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,1.2989009578967,6.43584184396917
"Low","Low","High","Medium","High","Mpumalanga","Rainfed","Pannar","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,1.2989009578967,5.5818361533725
"Low","Low","High","Medium","High","North West","Rainfed","Pannar","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,1.2989009578967,4.95278720031349
"Low","Low","High","Medium","High","Free State","Irrigated","Pannar","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,1.2989009578967,5.79255816240715
"Low","Low","High","Medium","High","Mpumalanga","Irrigated","Pannar","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,1.2989009578967,6.55193339658678
"Low","Low","High","Medium","High","North West","Irrigated","Pannar","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,1.2989009578967,6.52823714540666
"Low","Low","High","Medium","High","Free State","Rainfed","Dekalb","John Deere",19.9113432835821,408,296.555789473684,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,1.29344548222192,-0.189510256158578,1.2989009578967,5.50494967574017
