x_sex;x_pt;x_visits;x_height;x_caloric_balance_weekly;x_time;Weight(kg)
0;1;2;168.16;49;58;66.2495685849268
1;0;3;176.67;1428;57;78.1581429881448
1;0;0;177.27;1036;0;81.5850510420542
1;0;3;173.4;0;54;86.8246599882533
0;1;3;159.01;-518;52;51.0386703337479
1;0;2;173.27;245;47;77.6302184014402
1;0;3;186.64;98;49;89.9984202156295
0;0;4;158.22;469;39;64.3166323752419
0;1;0;151.37;-882;0;50.7547004389066
0;0;1;154.39;777;38;60.8871653046462
1;0;1;166.11;7;57;69.9428296553629
0;0;3;160.84;959;49;59.6239253029189
1;0;4;188.58;91;65;94.199810900668
0;0;4;168.96;-357;45;70.1025641748484
0;1;3;158.58;-1456;65;53.2684825817695
0;0;4;173.11;609;48;67.0866205094514
1;0;4;161.37;-91;52;70.217728107718
0;0;0;151.87;231;0;51.8304400208515
1;1;4;186.79;-168;68;86.6196807805155
0;1;0;165.12;-1134;0;64.0520897275896
0;1;1;167.29;210;60;82.5629470853021
0;0;0;157.14;-77;0;66.0724111996899
0;1;3;162.87;518;63;67.8176800880777
1;0;2;175.49;49;63;80.0133177247417
0;1;3;162.44;-301;52;65.1396452547963
1;0;0;175.43;938;0;80.9343038939825
1;0;4;180.13;-623;64;74.8942866321017
1;0;5;162.55;511;49;58.857884550117
1;0;2;177.16;756;54;84.6801119287303
1;0;6;168.71;7;56;82.4800299973758
0;0;3;162.09;-42;50;67.8616253249464
0;0;0;155.41;1484;0;59.3977895634829
0;0;1;153.71;791;35;65.4671261512776
0;0;2;168.13;7;49;66.7493773065637
1;0;5;185.27;-343;47;84.1310307909827
0;0;2;173.73;-665;42;65.3824611455091
0;1;1;162.98;-2457;56;58.5453777104401
0;0;2;161.79;203;45;66.944581647262
1;0;5;171.93;315;45;78.9442645671747
0;0;2;152.17;1050;47;55.0462453079913
1;0;0;174.47;-196;0;73.6824726162729
0;0;4;163.61;-343;48;67.5285805836817
0;0;1;152.37;364;42;56.6488310441172
1;0;5;180.12;1386;57;87.7935061207791
1;0;3;167.45;280;52;73.4106022805947
0;0;0;156.07;364;0;64.0673097565806
0;0;4;159.1;-56;45;64.4106525811588
0;1;2;167.81;-707;71;64.2144622941917
0;0;2;151.87;483;45;58.2212624851236
1;0;0;173.46;336;0;88.1531150650016
0;0;1;155.01;189;46;55.3541910765567
0;1;1;164.47;259;61;69.0884603458937
0;0;1;149.83;21;45;52.4346035671527
1;0;4;165.77;-322;43;65.7325183326299
0;1;3;156.2;-1435;63;57.1293785991837
1;0;5;182.52;714;51;88.6287771706866
1;0;6;162.88;-1036;52;67.5835183277277
1;0;2;175.74;609;56;77.1224685596935
1;1;5;180.83;-357;69;81.2410026832857
1;0;5;178.16;987;53;78.0033211002948
0;0;4;171.85;-14;50;74.8591692670635
1;0;3;180.32;112;62;80.0124513744643
0;0;3;155.96;203;41;58.1567837703821
1;0;2;174.91;245;56;79.5832218225657
0;1;3;150.12;-1680;51;54.7799087807799
1;0;2;177.77;1015;49;74.7910990891709
0;1;4;154.16;525;59;63.9947038916637
1;0;5;170.3;-385;63;72.4319481203199
1;0;5;171.49;-56;42;79.3000773192951
1;0;4;179.83;658;50;75.9966136558875
0;0;4;166.85;259;42;61.2214417576507
0;0;3;164.41;651;57;59.1936068337978
0;0;1;156.55;595;49;58.7248580172055
1;0;0;166.61;658;0;75.3926037333698
0;0;0;142.27;1008;0;53.7432720077265
0;0;4;166.56;553;38;73.1559150597644
0;0;4;157.89;623;53;58.7841420497247
1;0;1;164.24;1029;53;72.6299388180048
0;1;0;159.49;-2100;0;60.505287217892
0;1;1;155.42;245;61;60.6645437476646
0;0;4;151.34;1204;37;57.3245905829061
0;1;0;158.41;-2954;0;57.6630525160307
0;1;1;162.61;-252;51;54.2409887479191
1;0;4;170.53;-133;44;78.5692511723845
0;0;3;169.8;-266;50;76.188227850218
1;0;2;169.88;-175;52;71.5235952614878
0;1;1;162.69;-1449;53;62.7120606591343
1;0;1;179.28;1694;43;81.2491291569325
1;0;4;184.28;777;55;81.144902553373
1;0;6;181.08;-91;54;84.6343836358118
0;1;3;162.91;21;64;63.608796313595
0;0;2;156.58;1351;43;67.2638554908612
1;1;6;192.4;-1253;86;85.2422700503783
1;0;5;180.81;98;57;82.6592740730811
1;1;1;169.17;-924;67;67.1626942324288
1;0;6;172.33;322;59;68.4166167271189
0;0;0;158.51;1253;0;74.3757689615138
1;0;5;168.28;-455;59;68.3523160559939
1;1;0;181.47;-532;0;94.4360077623954
1;0;1;181.4;1106;62;85.6771120997364
1;0;6;177.68;-49;50;81.9310868900186
1;0;3;168.43;441;56;73.240212922102
1;0;5;174.25;448;59;73.899927667852
1;0;2;189.41;707;50;80.5033117228864
1;0;2;173.4;525;51;76.583735651816
0;0;1;157.28;728;52;58.3268964145195
1;0;0;180.19;-189;0;86.0394280440094
1;0;0;176.64;784;0;74.9093747229776
1;0;4;175.01;133;51;75.7952154613628
0;1;4;160.02;-1169;65;58.4563249633529
1;0;0;168.07;1253;0;82.5829056793364
1;0;2;192.75;875;65;97.8767815832418
0;1;2;162.01;-2625;59;56.8419749015038
0;1;3;172.1;-791;52;65.7650988259664
0;1;4;171.07;70;58;77.1398068077618
0;0;3;172.14;35;38;66.4457139847385
1;0;4;182.05;672;54;82.5336162134792
1;1;4;174.97;-2128;78;72.4309450195594
1;0;0;170.79;966;0;83.3179859854908
0;0;0;171.28;609;0;75.6922249234402
0;0;4;169.89;427;51;71.5963403704371
1;0;3;175.38;28;58;82.4282609193642
0;1;4;164.83;-399;50;66.546763193592
1;0;6;180.9;917;63;85.2693991004309
1;0;0;175.58;693;0;81.2459581828144
1;0;4;171.83;56;67;75.7886078088907
1;1;5;181.65;-2016;73;83.4403000190981
0;1;2;167.02;280;62;75.0555135330654
0;1;4;150.26;-1617;50;53.393310585393
1;0;4;178.21;420;45;90.1666127742306
0;1;2;160.01;-588;54;60.6206196334645
0;1;3;162.6;-1316;70;69.1983924507702
1;0;6;173.11;259;62;74.4787819829131
0;1;2;170.94;-1484;73;76.5670108783995
0;1;4;159.8;112;59;62.3299038818743
1;0;0;174.17;1260;0;73.7194967066547
0;0;2;164.32;581;39;65.8516615427521
1;0;3;166.49;784;54;81.1821808115107
0;0;3;171.97;-350;42;61.4059020927
1;0;2;168.89;70;49;71.6133401365215
1;0;6;175.41;-714;58;84.3041593801317
0;1;1;162.9;-21;53;61.8658254787806
0;1;0;165.24;-2170;0;69.9671796299452
1;0;6;174.42;504;61;77.7732994038957
0;1;1;172.74;-483;59;68.2116789125838
0;1;2;158.54;-308;57;59.6210390790184
0;0;0;162.94;217;0;53.8896728878646
0;0;0;160.37;21;0;65.4949646660585
1;0;6;179.57;329;43;82.1859035642016
0;0;2;166.17;-147;45;73.5970301462842
1;0;2;175.06;133;51;75.6433291628522
0;0;2;160.86;371;37;63.6771640503061
0;1;0;172.01;-308;0;65.8603007251633
0;1;1;160.65;-938;66;59.4179783857529
0;1;3;166.81;392;62;71.9132904230707
0;0;4;150.76;581;34;49.925748483722
1;1;2;181.68;-546;54;80.6080863204172
0;0;1;174.95;700;36;73.7927596535686
1;0;5;171.92;-392;51;83.5421760518343
1;0;3;168.5;-56;41;83.8731916402419
0;0;4;157.27;1232;44;57.71993808477
1;0;6;172.98;539;57;81.6106600762553
1;0;5;174.1;-665;61;75.0853802419161
1;0;5;175.34;336;52;75.2711793846189
1;0;2;181.78;-413;48;85.4442708122598
1;0;2;165.53;301;61;70.7701738053781
1;0;3;170.93;133;44;79.0522309242814
0;0;4;165.5;966;44;60.01336016727
0;1;1;152.88;-161;51;59.6592314057354
1;1;1;178.84;-1687;74;76.143495154902
1;0;0;189.73;854;0;95.4351673888353
1;0;1;171.76;581;58;72.9139590103647
1;0;1;184.18;-301;48;80.6466269930399
1;0;5;175.25;273;54;83.3694659632202
0;0;1;163.59;294;51;60.9766922742142
0;1;4;163.22;-728;59;61.7384631670036
0;1;0;162.86;672;0;62.6127249597901
1;0;0;165.4;546;0;74.3045180925569
0;0;3;174.28;707;51;78.790502847851
1;0;3;168.6;-644;48;76.5035718692282
0;0;1;164.66;1505;40;67.815320360118
1;0;2;178.94;504;61;80.1186579738244
1;0;5;168.22;56;43;82.7355449435689
0;0;1;162.06;1309;39;63.3332702295565
1;0;2;169.67;-392;59;74.1389173540638
1;0;3;176.18;1183;55;87.6411460772149
1;1;3;179.32;56;78;80.7872262491503
0;0;0;163.97;-420;0;75.8282970664164
1;1;4;174.01;637;85;73.5827188796548
1;0;6;180.35;301;53;83.1533715197208
0;1;2;158.17;-154;53;64.4108158518633
0;1;2;157.96;-1827;49;60.5957156731915
1;0;5;175.06;-287;59;72.2252939831575
1;0;4;164.9;140;60;72.5793853715281
0;0;3;152.35;329;40;51.82033326608
0;0;1;158.42;588;36;66.4872615536725
1;0;3;181.74;1064;45;91.3911190206733
0;0;0;162.32;609;0;62.8844609565739
1;1;1;178.95;105;69;71.7756904937117
0;1;2;161.79;-728;60;46.4228327797639
0;0;4;161.62;1400;48;59.6943426489547
0;0;3;161.2;371;49;64.5973294040273
0;0;1;146.89;924;43;46.9312378350478
0;1;4;172.08;-147;68;68.4955933300632
0;0;3;160.98;567;47;54.1880658854351
1;0;4;169.44;-119;56;81.404763262621
1;0;1;181.23;994;58;78.2506978542216
1;0;1;177.67;798;50;83.4259094350575
0;0;3;168.4;-462;41;66.6319071517655
1;0;4;179.75;-21;61;76.5644258639416
0;1;2;168.36;-294;49;74.7075334083847
0;0;3;166.92;1106;48;64.1966781827521
0;0;2;157.6;1204;52;67.3239807740853
0;0;1;165.97;350;39;72.0197263708454
1;0;6;179.32;630;62;79.6892989061684
0;1;2;162.93;-2079;54;59.3487038409431
0;1;0;161.4;-14;0;62.0380017352918
1;0;4;178.19;28;53;76.1290008721616
0;0;3;164.5;-56;48;66.1270004525816
0;0;0;166.23;-427;0;63.2035386494243
0;1;0;143.87;-2030;0;41.7993086310608
1;0;3;169.97;840;47;76.3902059495577
1;0;5;166.79;-175;44;75.9376720068689
1;0;2;173.63;-7;49;86.8030564265405
1;0;4;172.36;693;59;74.5271238573222
1;0;6;175.34;903;63;84.823615027646
1;0;2;169.55;-84;53;72.9949407097968
0;0;2;172.29;-70;38;68.6384924410067
1;0;2;186.87;-217;54;82.5747645068992
1;0;3;170.83;784;50;74.3472844379145
0;1;4;171.34;-210;61;79.8779313194289
0;0;3;161.53;434;49;72.3777326102794
0;0;0;161.8;1099;0;64.5927130440384
1;0;2;169;385;61;81.0153595795203
0;0;4;176.56;-70;50;75.603309121209
1;0;4;179.66;266;53;85.0635228708867
0;0;3;159.76;357;43;60.7100242842638
0;0;3;153.18;1134;37;58.1482713687589
1;0;4;170.18;-21;52;66.4706748135182
0;0;0;158.39;826;0;64.5797438452554
0;1;2;160.55;420;65;75.7280692011694
1;0;3;170.21;609;52;76.7173385812664
1;0;6;162.58;735;57;58.312221244595
0;1;2;182.12;-105;48;83.2427462315169
1;1;2;182.33;336;70;74.7869506362413
0;1;1;156.2;-854;63;50.5324642307817
0;0;1;171.51;-7;42;70.0129175098041
0;1;3;149.55;273;59;58.1942211860755
0;0;0;169.78;504;0;75.6869969979437
0;0;3;162.97;322;39;66.9616671967631
1;0;3;173.02;413;65;79.4560100314143
1;0;2;175.14;-777;50;69.3607487958698
1;0;3;176.98;406;60;86.3063471136171
0;0;0;161.21;490;0;60.01222896907
1;0;1;173.9;189;54;76.9390871651485
1;0;3;184.32;308;63;84.6707286192161
0;1;4;162.52;-224;56;59.9826200195221
0;1;2;159.91;-322;49;68.4057020064642
0;1;3;164.34;133;73;63.9222785339796
0;1;4;152.88;294;59;49.5426384045996
0;0;1;159.51;1316;54;63.6679532163792
1;0;6;185.95;889;58;79.7621091754137
1;0;3;161.13;217;51;68.0891207461148
0;0;1;171.4;49;47;79.6861467307913
1;0;3;174.95;581;53;84.6380447564266
0;1;1;153.62;-1190;52;58.2905598995605
0;0;0;159.76;777;0;68.9361765740908
1;0;6;175.76;679;56;84.8673803511905
0;0;0;167.94;-448;0;70.3310644698351
0;0;3;170.93;889;38;77.5781198044841
0;1;4;158.65;35;48;58.5891391672752
1;0;3;173.99;679;59;79.5476987682056
1;0;1;176;1113;51;81.1752169506489
1;0;1;188;-259;51;90.9118403088239
1;0;2;179.61;49;47;74.5712296373658
1;1;0;182.06;-343;0;80.4944883560455
1;0;3;156.98;-84;54;62.7164529480006
0;0;1;164.31;1211;43;62.4380257000684
1;0;3;169.93;182;43;73.0266654144343
1;0;6;168.21;140;61;71.3591697675468
0;0;2;171.02;140;46;69.9494380753935
0;1;4;169.9;-910;69;67.2327819373788
0;0;1;142.6;1512;53;55.0411702738461
1;0;6;175.39;1281;57;69.9154180995745
0;0;3;146.46;483;51;47.4595680376407
0;0;4;162.71;-595;44;63.3940889819036
0;0;1;166.83;378;46;76.6564151243744
0;1;0;159.76;-868;0;55.9557485181653
1;0;6;183.31;28;46;75.3984124889891
0;1;4;159.44;-1008;50;55.8590307267844
1;0;2;162.55;1449;58;62.8183561099074
0;0;2;170.11;1043;46;68.1424295126017
1;0;4;177.18;7;65;79.0728371968712
0;0;0;140.34;-28;0;46.6013560620604
1;1;4;185.12;-770;66;77.2048578561963
1;0;6;156.54;434;59;69.7527288407533
0;0;1;153.46;1113;49;59.2032490703255
1;0;1;189.32;-112;58;88.0319573916582
0;0;4;164.09;-889;34;60.9029886415678
1;0;4;183.81;-406;54;80.343384566074
1;0;5;181.25;483;55;84.1311922188111
0;1;1;158.38;-784;49;63.4499098205845
0;1;1;155.82;203;56;68.6895052953274
1;0;1;177.16;336;39;79.4717382848859
0;1;4;177.33;-119;66;84.7576975814914
0;0;1;174.97;56;49;89.4840259084004
1;0;6;180.69;-455;61;76.6069750721858
0;1;4;159.73;-287;62;55.4830685622503
0;0;1;170.66;434;44;65.7133404711832
0;0;4;164.68;98;42;66.6563079552975
1;0;4;172.63;-77;54;65.6663336102491
1;0;2;170.75;959;53;83.2535659828909
0;1;2;162.77;-994;61;67.1422285986574
0;1;4;163.93;441;50;82.6097162482716
1;0;1;174.45;-140;49;79.2234614854543
1;0;3;180.74;49;56;80.1479754581049
0;1;2;165.49;-889;50;66.0497632736424
0;0;3;161.33;28;49;62.1511744586279
0;0;0;156.68;392;0;71.8112183894601
1;0;4;175.55;1043;63;77.233083984112
1;0;1;188.07;350;68;96.0027615338088
1;0;3;179.18;-196;48;80.483781208334
1;0;4;181.95;147;50;84.4402322818172
1;0;5;180.71;63;57;76.3488119412922
0;0;0;167.84;252;0;68.823703424808
0;0;0;167.1;-427;0;66.794689877464
0;0;3;151.8;1127;49;66.393685873618
0;0;3;166.86;35;40;66.5287792628677
0;1;4;173.15;-63;55;66.3295861623696
1;0;6;179.56;595;72;86.3241968918914
0;1;3;155.28;-980;68;61.4812397704011
1;0;1;164.2;126;45;65.5928516325958
0;0;3;164.87;1134;37;72.0592526193976
1;0;0;184.05;609;0;78.9344435498824
1;0;0;179.11;434;0;83.4609642920378
0;0;2;167.45;259;53;69.2355926535195
1;0;6;184.58;595;67;83.8090943403829
0;0;3;180.77;-735;47;71.4164261718591
0;0;4;158.89;49;45;63.071764249033
0;0;0;168.91;574;0;69.8433912488224
0;0;4;173.84;455;36;83.235787038402
1;0;1;177.62;-182;48;80.2146360498005
0;1;0;150.17;-469;0;54.3661213005677
1;0;5;168.51;-105;60;66.5501395729094
0;1;4;170.49;-266;52;72.269616706018
0;0;4;147.59;357;44;55.3427464940233
1;0;0;183;-1127;0;76.8335440973072
1;0;1;170.78;434;65;66.8792113984972
0;0;4;157.85;651;46;69.6681124486145
1;0;4;181.07;756;48;83.0134714630185
0;0;2;170.34;1470;45;69.0438799923987
0;0;1;157.34;-756;51;58.5255558988407
0;1;3;165.07;231;55;61.5607771050567
1;0;5;168.63;301;56;71.366128937198
0;0;1;159.87;749;43;59.1289017234189
1;1;4;180.17;-560;68;92.6391355834079
1;0;1;168.54;434;57;71.4177839938268
1;0;2;180.21;-112;65;90.2207062956567
1;0;3;173.63;868;52;77.9240967033487
1;0;4;185.33;-14;54;88.2457401616008
1;0;3;178.25;91;49;72.8035332074022
0;0;1;157.81;-329;39;49.4028731278861
0;0;1;150.79;-385;53;54.1529525522852
1;1;4;170.99;-917;81;72.7657411201064
0;1;4;154.81;-539;52;67.0560326774934
0;0;2;178.09;812;42;79.6458859548493
0;0;1;169.42;462;45;70.2120443389461
0;1;4;153.62;-406;75;59.9755263612014
1;0;0;170.62;-119;0;62.3537617872661
0;0;1;152.27;497;43;64.0761190235967
1;0;6;187.77;-175;42;84.2946228354147
0;0;0;160.22;-497;0;72.2097499527428
1;0;2;185.03;1491;63;93.3095870732306
0;0;2;159.2;231;47;58.4214087308512
1;0;1;183.88;392;51;85.0236794984322
0;0;2;173.56;672;40;71.114800602651
1;0;2;196.68;420;60;95.8369723251038
1;0;1;172.74;189;40;66.4045796737438
1;0;6;173.5;819;52;74.3413710286313
1;0;3;182.38;868;55;87.6778109794469
0;0;3;162.92;175;43;65.7919857662525
0;1;0;173.13;203;0;75.7075590075761
1;0;4;184.9;-581;51;87.6310806237684
1;0;2;172.42;-427;41;71.8781133440725
1;0;6;169.08;532;62;68.9290733734169
0;0;2;151.94;294;42;62.0351216418024
1;0;1;184.09;-84;54;90.2283279436749
0;1;0;162.82;-1274;0;60.2438001156659
0;1;4;161.25;-1589;75;62.0798051133259
0;0;1;165.51;77;39;62.1969438502442
0;1;0;153.77;-791;0;54.5716267950815
0;1;4;165.1;-1218;63;57.5465042480361
1;0;4;180.55;-245;62;80.1265932171479
0;1;0;163.24;-1302;0;62.8596915016972
0;1;4;147.2;-714;62;52.2129140675612
1;0;5;174.51;42;62;89.1933014774329
1;0;6;174.97;273;56;79.3316936757287
0;1;0;150.87;-511;0;54.049513205676
0;1;2;163.08;-1253;56;60.9642819579362
1;0;1;173.35;91;65;80.7272851905261
1;0;3;181.69;315;63;89.5786335109726
1;0;3;166.43;1092;52;67.6637951418141
0;0;0;164.14;-749;0;68.2558673049829
1;0;4;177.81;91;57;80.5800831857173
0;0;4;170.9;-182;45;72.8506001215715
0;0;4;165.87;889;43;64.4111685167824
0;1;2;169.19;-294;72;75.0024502382398
0;1;4;149.6;-1638;60;52.309360355417
1;0;5;164.34;574;63;72.9927910739255
1;0;5;171.54;189;67;71.0706818124097
0;0;4;166.28;868;43;76.5264157744649
0;0;2;152.85;679;39;53.7374204273996
1;0;1;168.72;98;51;76.8275399841087
1;0;5;173.07;532;60;75.2749401525072
0;1;3;163.03;-910;66;66.9484123972626
0;0;0;151.27;1225;0;54.5601530000643
1;0;3;176.71;203;42;82.8446456704089
0;1;2;164.22;-1792;47;57.6512210293835
0;1;2;164.79;-1750;53;65.491138949982
1;0;0;188.04;595;0;96.1048684894864
0;1;0;163.46;-336;0;64.2917809742634
0;0;1;166;-637;43;63.2929837516562
0;0;3;159.12;987;39;61.1747114466768
0;0;1;153.63;210;49;59.5003599819533
0;1;1;165.34;392;66;73.289997869357
1;1;1;171.98;-959;65;76.9490896980472
0;1;4;158.81;490;56;65.084372666073
1;0;6;175.29;70;64;84.2557846037912
1;0;0;172.88;1015;0;75.7799730751172
1;0;3;179.03;140;63;75.5602864017575
0;0;4;171.9;-595;37;64.1827268251752
1;0;6;178.88;805;49;75.4518079407321
0;0;4;162.8;189;38;63.6210488372259
1;0;1;171.31;357;55;72.7363495121136
1;1;0;163.87;399;0;69.7231730868032
0;1;3;145.99;-1113;61;44.8118491620785
0;0;4;161.2;133;50;72.7191968648814
0;0;3;164.65;-581;35;63.7704082548462
1;0;3;172.14;679;44;81.9265769298074
1;0;1;173.84;497;63;73.3153431394194
0;0;1;169.44;441;45;71.5833255497408
0;0;3;167.96;980;43;71.3596918546748
1;0;1;170.58;371;53;72.7091336501841
1;0;3;172.55;798;63;83.6107105097197
0;0;3;156.59;-1071;42;59.5481759295745
0;0;4;156.31;1183;46;60.1665754126243
1;0;4;164.3;441;49;69.3969154995892
1;0;3;174.17;413;59;75.1507533833179
1;0;2;172.34;819;56;78.9917993111502
0;0;2;157.91;-287;45;51.4099249081433
1;0;5;172.01;847;56;76.9160723962278
1;0;1;178.5;511;57;81.1653207588456
0;0;0;157.98;98;0;64.9202967309468
0;0;3;172.12;-203;38;75.1197608167423
0;0;4;158.22;602;54;67.6945425476398
0;0;4;158.8;672;42;62.3371114492507
0;1;3;153.4;-385;58;58.4292879273261
1;1;6;167.05;-511;70;65.5493934984755
1;0;6;184.1;588;56;82.1962646806024
0;1;2;171.03;-2394;61;68.5548807270788
0;0;4;160.2;434;37;65.8661856505387
0;0;1;156.9;441;47;74.6246340766192
0;0;0;159.09;889;0;71.4032711035085
1;0;2;179.99;-413;46;92.776878639391
1;0;2;169.72;581;51;72.9301784611948
1;1;2;169.82;-1722;71;74.7711446178278
0;0;0;144.49;-329;0;45.6656047910246
1;0;5;166.08;-133;51;84.6224715098495
0;1;4;166.56;-658;79;61.5385748448403
0;0;1;159.08;504;51;58.3118672595923
1;0;6;165.31;161;61;68.1354673621533
0;0;0;141.9;609;0;47.7290052289688
0;0;0;164.8;1064;0;67.606427107219
1;1;0;167.1;-1197;0;63.4235296593663
0;1;3;157.49;-784;61;51.2788182097904
0;0;4;158.84;784;58;61.3489908637862
1;1;5;174.41;-602;67;70.6215156959699
0;1;3;161.22;-1722;62;62.7087005263577
1;0;5;178.61;-595;50;85.1173561808737
0;1;2;172.89;7;69;75.2545144169166
0;0;2;154.14;-952;42;58.9069827422183
1;0;4;180.14;-91;59;85.8672389779021
1;0;0;166.34;1211;0;72.3600742029039
0;0;4;171.88;-931;49;72.5753983856989
1;0;3;181.65;238;58;81.3850287371106
0;0;2;166.01;217;31;78.3289479556133
1;0;5;173.67;546;52;69.1718895083155
1;0;6;184.65;1141;50;81.3318440168386
0;1;3;171.72;-959;57;77.7259144481252
0;1;0;152.23;-1715;0;42.4914036746154
0;1;0;163.01;-637;0;69.5238886117509
1;0;3;172.69;840;50;75.6180135907524
0;1;0;163.41;-350;0;65.83030837312
0;0;0;178.08;189;0;82.2395966720253
1;0;5;172;112;50;77.3451194084455
0;0;2;162.05;147;47;62.3742366984863
1;0;0;163.64;805;0;66.1192694308522
0;1;3;170.21;-1036;58;71.0705718019589
0;0;0;157.15;-511;0;58.920059940445
0;0;2;168.38;518;42;70.3212314359096
1;0;0;153.87;945;0;59.3776175853305
1;1;4;170.74;-1393;74;70.5178729098374
1;0;6;169.08;1484;45;72.2097499417515
1;0;0;171.12;-56;0;76.4584206436533
1;0;6;169.08;-294;48;68.8886285172131
0;1;3;142.83;-1113;66;43.7306417522089
1;0;1;181.27;-357;53;89.4812157150006
0;1;2;163.82;-756;59;59.5506458458264
1;0;2;176.13;525;68;78.2782402746457
0;1;0;166.04;-840;0;68.4607238121065
0;1;4;156.53;-1092;70;56.551510914141
0;0;4;166.66;434;43;69.3174616362382
1;0;3;164.85;686;59;74.9509781959153
0;0;2;150.41;-672;50;51.6373653306282
1;0;2;180.75;497;44;84.2916687545425
0;0;4;151.85;-98;50;58.1655334186805
0;1;1;155.98;-350;55;54.7788755250144
1;0;1;185.26;126;61;82.9931490644248
1;1;4;186.35;42;80;89.9681194733414
0;1;1;161.31;-1477;59;53.9551945871917
0;0;0;163.12;1057;0;70.8240498493419
0;1;1;155.32;-455;58;57.0631960411295
0;0;3;146.5;1036;48;60.1834885113251
0;0;0;155.37;-28;0;59.0659609851985
1;1;6;180.69;-1211;71;81.816939329592
1;0;2;170.86;903;44;80.563422583585
0;1;3;155.27;-1407;62;61.1002918343536
1;0;4;160.75;630;50;80.8291581505989
1;0;3;164.77;518;51;78.7007781819069
1;0;2;171.16;182;62;68.6745756240637
1;0;5;169.59;1386;53;69.5167998272701
0;0;2;170.94;154;46;69.5796556617889
0;0;1;163.21;203;45;66.3651961660778
0;1;2;164.72;-294;56;62.9167142241039
1;0;4;177.97;161;65;78.9631624198949
1;0;4;173.5;679;65;78.7773025011677
0;1;1;161.06;-84;57;55.9298341263357
1;0;3;178.11;469;43;88.6397213582122
0;0;2;150.57;945;45;49.9636959749686
0;0;4;160.79;1540;43;63.9680684422307
0;1;0;166.02;-784;0;74.7074206098228
1;0;0;173.32;140;0;72.8030698864845
1;0;0;193.23;420;0;98.9106478493257
1;0;2;171.31;917;53;81.3628164591454
1;0;1;180.68;693;49;89.1717972989027
1;0;3;186.84;7;65;84.545120411262
0;0;0;167.52;28;0;62.8164805596688
0;1;1;171.24;-1491;63;61.6131157329118
1;0;1;180.27;-609;55;84.9119382969762
0;0;4;157.52;497;42;58.1043039838098
1;0;6;184.6;896;47;91.35192237856
1;0;2;168.35;931;53;74.1273773279003
0;0;0;159.01;1176;0;65.1920690628773
1;1;5;178.51;-574;64;69.961315597057
0;0;0;165.43;623;0;67.9964763914714
0;1;1;165.26;441;57;67.6303755363871
1;0;4;180.08;567;56;82.2107420277124
0;0;4;166.89;665;51;70.2831677499196
1;1;1;179.59;-1484;62;81.3279724658042
0;0;0;163.27;-560;0;73.0702159029473
1;0;0;174.56;175;0;78.8760585646677
0;0;3;174.54;448;43;69.9793251496407
1;0;2;174.73;777;59;84.2176549263126
0;0;0;154.74;812;0;56.9749743853237
1;0;5;171.97;1057;57;83.835435369117
0;0;1;161.69;1295;46;64.7164406013034
1;0;4;165.03;770;68;74.9232342338646
0;1;0;159.63;-63;0;63.7847833032351
0;0;3;156.27;259;49;63.4803439264493
0;0;0;155.2;-371;0;59.9265317738816
1;0;3;164.62;245;53;70.6711034436689
0;0;3;158.76;1463;51;58.1877378556746
1;0;5;174.31;707;49;79.9989282035678
0;0;3;168.8;231;44;69.171309119072
1;0;1;172.14;357;64;73.4483040343626
1;0;2;172.45;714;45;78.1949086998453
1;0;1;177.56;-35;54;76.627933918431
0;0;4;172.23;-336;44;58.6998821935623
0;1;4;161.53;-1379;60;57.4903642041156
0;0;1;167.39;483;39;69.6113590002056
1;0;6;164.93;161;36;74.6243422730004
0;0;2;161.94;-42;54;62.3881732113206
1;0;1;184.73;-182;39;90.3701502963734
0;0;4;173.23;-98;51;71.6778945682536
0;1;1;165.34;-1484;79;64.3718918175558
1;0;2;165.49;1064;58;80.2934454416061
0;0;0;160.51;385;0;68.0637023351791
0;0;4;154.55;805;54;59.6489541501484
0;0;1;163.69;406;36;67.2606870685731
1;0;1;184.49;161;64;84.9738942326669
0;1;0;167.18;-1442;0;66.0787230094972
1;0;1;168.31;-49;54;73.716492119601
1;0;1;167.99;819;51;77.8072728921035
1;1;4;190.72;-1043;69;92.3851778795243
1;0;4;177.57;581;45;80.9642818239568
0;0;0;161.88;651;0;69.5701778039842
0;0;1;169.46;462;45;74.9553449338189
0;0;1;170.22;441;49;64.5495279136592
1;0;5;165.32;784;49;57.7192216909994
0;0;0;156.9;49;0;66.2438466754231
1;0;1;175.11;231;59;67.7547569586954
1;1;0;181.87;-630;0;75.9558503888578
0;0;0;170.75;140;0;70.8487588655346
0;1;0;165.91;-868;0;58.0970739681674
1;0;0;172.67;581;0;75.7452841162151
1;0;0;173.66;518;0;78.3476543661179
1;0;5;177.97;413;57;84.1673744178464
0;1;2;160.94;-2009;58;61.0425246054318
1;0;2;176.4;280;49;86.0966582015501
1;0;5;172.73;385;59;70.0520057197837
0;0;4;157.26;-287;51;59.8596009270643
1;0;3;184.18;98;48;84.9522293336849
0;1;1;169.46;-574;61;72.5943000875907
0;0;0;157.42;728;0;60.8537761781275
0;1;0;160.5;-1953;0;63.902571032422
1;0;5;181.71;686;66;84.3209618537201
1;0;5;170.6;112;54;76.8867223455377
0;0;4;157.79;826;41;71.5435922078923
0;0;3;163.29;0;40;59.4919130953427
0;1;0;151.35;-532;0;62.1746642941802
1;0;2;165.25;1155;50;81.563775689194
